Time;Channel A;Channel B
(ms);(V);(V)

22.44882215;1.24622300;0.15076140
22.48978215;1.29032300;0.15076140
22.53074215;1.29032300;0.15076140
22.57170215;1.29032300;0.15076140
22.61266215;1.29032300;0.15076140
22.65362215;1.29032300;0.15076140
22.69458215;1.29032300;0.15076140
22.73554214;1.29032300;0.15076140
22.77650214;1.29032300;-0.02624592
22.81746214;1.29032300;0.15076140
22.85842214;1.33442200;-0.02624592
22.89938214;1.33442200;0.15076140
22.94034214;1.33442200;0.15076140
22.98130214;1.33442200;-0.02624592
23.02226214;1.33442200;0.15076140
23.06322214;1.33442200;-0.02624592
23.10418214;1.33442200;-0.02624592
23.14514214;1.33442200;0.15076140
23.18610214;1.33442200;0.15076140
23.22706214;1.33442200;-0.02624592
23.26802214;1.33442200;0.15076140
23.30898214;1.33442200;-0.02624592
23.34994214;1.33442200;0.15076140
23.39090214;1.37852100;-0.02624592
23.43186214;1.37852100;0.15076140
23.47282214;1.37852100;-0.02624592
23.51378214;1.37852100;-0.02624592
23.55474214;1.37852100;0.15076140
23.59570214;1.37852100;0.15076140
23.63666214;1.37852100;-0.02624592
23.67762214;1.37852100;-0.02624592
23.71858214;1.37852100;-0.02624592
23.75954214;1.37852100;-0.02624592
23.80050214;1.37852100;0.15076140
23.84146214;1.37852100;-0.02624592
23.88242214;1.42262000;-0.02624592
23.92338214;1.42262000;-0.02624592
23.96434214;1.37852100;-0.02624592
24.00530214;1.42262000;-0.02624592
24.04626214;1.42262000;-0.02624592
24.08722214;1.42262000;-0.02624592
24.12818214;1.42262000;-0.02624592
24.16914214;1.42262000;-0.02624592
24.21010214;1.42262000;-0.02624592
24.25106214;1.46672000;-0.02624592
24.29202214;1.46672000;-0.02624592
24.33298214;1.42262000;-0.02624592
24.37394213;1.46672000;-0.02624592
24.41490213;1.46672000;-0.02624592
24.45586213;1.46672000;-0.02624592
24.49682213;1.46672000;-0.02624592
24.53778213;1.46672000;-0.02624592
24.57874213;1.46672000;-0.02624592
24.61970213;1.46672000;-0.02624592
24.66066213;1.51081900;-0.02624592
24.70162213;1.46672000;-0.02624592
24.74258213;1.51081900;-0.02624592
24.78354213;1.51081900;-0.02624592
24.82450213;1.51081900;-0.02624592
24.86546213;1.51081900;-0.02624592
24.90642213;1.51081900;-0.02624592
24.94738213;1.51081900;-0.02624592
24.98834213;1.51081900;-0.02624592
25.02930213;1.51081900;-0.02624592
25.07026213;1.55491800;-0.02624592
25.11122213;1.55491800;-0.02624592
25.15218213;1.55491800;-0.02624592
25.19314213;1.51081900;-0.02624592
25.23410213;1.55491800;-0.02624592
25.27506213;1.55491800;-0.02624592
25.31602213;1.55491800;-0.02624592
25.35698213;1.55491800;-0.02624592
25.39794213;1.55491800;-0.02624592
25.43890213;1.55491800;-0.02624592
25.47986213;1.55491800;-0.02624592
25.52082213;1.55491800;-0.02624592
25.56178213;1.55491800;-0.02624592
25.60274213;1.55491800;-0.02624592
25.64370213;1.55491800;-0.02624592
25.68466213;1.59886500;-0.02624592
25.72562213;1.59886500;-0.02624592
25.76658213;1.55491800;-0.02624592
25.80754213;1.55491800;-0.02624592
25.84850213;1.59886500;-0.02624592
25.88946213;1.59886500;-0.02624592
25.93042213;1.59886500;-0.02624592
25.97138213;1.59886500;-0.02624592
26.01234212;1.59886500;-0.02624592
26.05330212;1.59886500;-0.02624592
26.09426212;1.59886500;-0.02624592
26.13522212;1.64296400;-0.02624592
26.17618212;1.64296400;-0.02624592
26.21714212;1.64296400;-0.02624592
26.25810212;1.64296400;-0.02624592
26.29906212;1.64296400;-0.02624592
26.34002212;1.64296400;-0.02624592
26.38098212;1.64296400;0.15076140
26.42194212;1.64296400;-0.02624592
26.46290212;1.68706300;-0.02624592
26.50386212;1.68706300;-0.02624592
26.54482212;1.68706300;-0.02624592
26.58578212;1.68706300;0.15076140
26.62674212;1.64296400;-0.02624592
26.66770212;1.68706300;-0.02624592
26.70866212;1.68706300;-0.02624592
26.74962212;1.68706300;-0.02624592
26.79058212;1.68706300;-0.02624592
26.83154212;1.68706300;-0.02624592
26.87250212;1.68706300;0.15076140
26.91346212;1.68706300;0.15076140
26.95442212;1.73116200;-0.02624592
26.99538212;1.68706300;0.15076140
27.03634212;1.68706300;-0.02624592
27.07730212;1.73116200;-0.02624592
27.11826212;1.73116200;-0.02624592
27.15922212;1.73116200;-0.02624592
27.20018212;1.73116200;0.15076140
27.24114212;1.73116200;-0.02624592
27.28210212;1.73116200;-0.02624592
27.32306212;1.73116200;-0.02624592
27.36402212;1.73116200;-0.02624592
27.40498212;1.73116200;-0.02624592
27.44594212;1.73116200;0.15076140
27.48690212;1.73116200;-0.02624592
27.52786212;1.73116200;-0.02624592
27.56882212;1.73116200;0.15076140
27.60978212;1.77526200;0.15076140
27.65074211;1.77526200;-0.02624592
27.69170211;1.77526200;-0.02624592
27.73266211;1.77526200;-0.02624592
27.77362211;1.77526200;-0.02624592
27.81458211;1.81936100;-0.02624592
27.85554211;1.77526200;-0.02624592
27.89650211;1.81936100;-0.02624592
27.93746211;1.81936100;-0.02624592
27.97842211;1.81936100;-0.02624592
28.01938211;1.81936100;-0.02624592
28.06034211;1.81936100;-0.02624592
28.10130211;1.81936100;-0.02624592
28.14226211;1.81936100;-0.02624592
28.18322211;1.81936100;0.15076140
28.22418211;1.81936100;0.15076140
28.26514211;1.81936100;-0.02624592
28.30610211;1.81936100;-0.02624592
28.34706211;1.86346000;-0.02624592
28.38802211;1.81936100;-0.02624592
28.42898211;1.86346000;-0.02624592
28.46994211;1.86346000;-0.02624592
28.51090211;1.86346000;-0.02624592
28.55186211;1.86346000;-0.02624592
28.59282211;1.86346000;-0.02624592
28.63378211;1.86346000;-0.02624592
28.67474211;1.86346000;-0.02624592
28.71570211;1.86346000;-0.02624592
28.75666211;1.86346000;-0.02624592
28.79762211;1.86346000;-0.02624592
28.83858211;1.90755900;-0.02624592
28.87954211;1.90755900;-0.02624592
28.92050211;1.90755900;-0.02624592
28.96146211;1.90755900;-0.02624592
29.00242211;1.90755900;-0.02624592
29.04338211;1.90755900;-0.02624592
29.08434211;1.90755900;-0.02624592
29.12530211;1.90755900;-0.02624592
29.16626211;1.90755900;-0.02624592
29.20722211;1.90755900;-0.02624592
29.24818211;1.90755900;-0.02624592
29.28914210;1.90755900;-0.02624592
29.33010210;1.90755900;-0.02624592
29.37106210;1.95165900;-0.02624592
29.41202210;1.90755900;-0.02624592
29.45298210;1.90755900;-0.02624592
29.49394210;1.90755900;-0.02624592
29.53490210;1.99575800;-0.02624592
29.57586210;1.95165900;-0.02624592
29.61682210;1.99575800;-0.02624592
29.65778210;1.99575800;-0.02624592
29.69874210;1.95165900;-0.02624592
29.73970210;1.99575800;-0.02624592
29.78066210;1.99575800;-0.02624592
29.82162210;1.99575800;-0.02624592
29.86258210;1.99575800;-0.02624592
29.90354210;1.99575800;-0.02624592
29.94450210;1.99575800;-0.02624592
29.98546210;2.03985700;-0.02624592
30.02642210;1.99575800;-0.02624592
30.06738210;2.03985700;-0.02624592
30.10834210;2.03985700;-0.02624592
30.14930210;2.03985700;-0.02624592
30.19026210;2.03985700;-0.02624592
30.23122210;2.03985700;0.15076140
30.27218210;2.03985700;-0.02624592
30.31314210;2.03985700;0.15076140
30.35410210;2.03985700;0.15076140
30.39506210;2.03985700;0.15076140
30.43602210;2.03985700;0.15076140
30.47698210;2.03985700;0.15076140
30.51794210;2.03985700;0.15076140
30.55890210;2.08395600;0.15076140
30.59986210;2.08395600;0.15076140
30.64082210;2.08395600;0.15076140
30.68178210;2.08395600;0.32776880
30.72274210;2.08395600;0.32776880
30.76370210;2.08395600;0.32776880
30.80466210;2.08395600;0.32776880
30.84562210;2.08395600;0.32776880
30.88658210;2.08395600;0.32776880
30.92754210;2.08395600;0.32776880
30.96850209;2.08395600;0.32776880
31.00946209;2.08395600;0.32776880
31.05042209;2.08395600;0.32776880
31.09138209;2.08395600;0.32776880
31.13234209;2.12805600;0.50477610
31.17330209;2.12805600;0.50477610
31.21426209;2.08395600;0.50477610
31.25522209;2.12805600;0.68178350
31.29618209;2.12805600;0.68178350
31.33714209;2.17215500;0.68178350
31.37810209;2.12805600;0.68178350
31.41906209;2.17215500;0.68178350
31.46002209;2.12805600;0.68178350
31.50098209;2.17215500;0.68178350
31.54194209;2.17215500;0.68178350
31.58290209;2.17215500;0.68178350
31.62386209;2.17215500;0.68178350
31.66482209;2.17215500;0.68178350
31.70578209;2.17215500;0.68178350
31.74674209;2.17215500;0.85879090
31.78770209;2.17215500;0.85879090
31.82866209;2.21625400;0.68178350
31.86962209;2.17215500;0.68178350
31.91058209;2.21625400;0.68178350
31.95154209;2.21625400;0.85879090
31.99250209;2.21625400;0.68178350
32.03346209;2.21625400;0.68178350
32.07442209;2.21625400;0.68178350
32.11538209;2.21625400;0.68178350
32.15634209;2.21625400;0.68178350
32.19730209;2.21625400;0.68178350
32.23826209;2.26035300;0.68178350
32.27922209;2.21625400;0.68178350
32.32018209;2.21625400;0.68178350
32.36114209;2.26035300;0.68178350
32.40210209;2.26035300;0.68178350
32.44306209;2.26035300;0.68178350
32.48402209;2.26035300;0.68178350
32.52498209;2.26035300;0.68178350
32.56594209;2.26035300;0.68178350
32.60690208;2.26035300;0.68178350
32.64786208;2.26035300;0.68178350
32.68882208;2.26035300;0.68178350
